ID	Name	total	percent	norm
4	4	relh	39144	32.1152552385015	1
9	9	sasmith	19912	16.3365768012733	0.508660773593582
13	13	malcolmredheron	14784	12.1293667853568	0.377650605487712
8	8	treeform	13958	11.4516843607962	0.356547953604824
6	6	Nishad	13442	11.0283379551384	0.343365183179194
3	3	monofuel	6710	5.505144151092	0.171376015533187
7	7	daveey	4304	3.53116846889717	0.109907516222983
14	14	KyleHerndon	3016	2.47444333229411	0.0770016861683104
15	15	heysokam	1554	1.27496184959716	0.0396505032956927
2	2	GitHub	1493	1.22491508458724	0.0380920750089419
1	1	Richard Higgins	1401	1.14943471768702	0.0357416585764653
5	5	noahfarr	512	0.420064650575128	0.0130294823974249
11	11	Akkikens	512	0.420064650575128	0.0130294823974249
10	10	subho406	452	0.370838324335855	0.0114966021153749
20	20	Eckhardt-D	294	0.241208998572437	0.0074600173726433
16	16	aaln	240	0.196905304957091	0.00608042511879832
17	17	JBoggsy	120	0.0984526524785455	0.00301466455469838
19	19	yatharth	22	0.0180496529544	0.00051096009401676
12	12	berekuk	10	0.00820438770654546	0.000204384037606765
21	21	zfogg	4	0.00328175508261818	5.10960094017681e-05
