ID	Name	numcommits	percent	norm
4	4	relh	226	39.9293286219081	1
9	9	sasmith	86	15.1943462897526	0.375
8	8	treeform	46	8.12720848056537	0.196428571428571
3	3	monofuel	34	6.00706713780919	0.142857142857143
13	13	malcolmredheron	28	4.9469964664311	0.116071428571429
6	6	Nishad	27	4.77031802120141	0.111607142857143
7	7	daveey	26	4.59363957597173	0.107142857142857
15	15	heysokam	24	4.24028268551237	0.0982142857142857
14	14	KyleHerndon	20	3.53356890459364	0.0803571428571429
2	2	GitHub	8	1.41342756183746	0.0267857142857143
10	10	subho406	6	1.06007067137809	0.0178571428571429
11	11	Akkikens	6	1.06007067137809	0.0178571428571429
17	17	JBoggsy	6	1.06007067137809	0.0178571428571429
1	1	Richard Higgins	5	0.88339222614841	0.0133928571428572
5	5	noahfarr	4	0.706713780918728	0.00892857142857146
12	12	berekuk	4	0.706713780918728	0.00892857142857146
16	16	aaln	2	0.353356890459364	3.12250225675825e-17
18	18	carbondioxide128	2	0.353356890459364	3.12250225675825e-17
19	19	yatharth	2	0.353356890459364	3.12250225675825e-17
20	20	Eckhardt-D	2	0.353356890459364	3.12250225675825e-17
