"range","range.date","devs","ml.only.devs","code.only.devs","ml.code.devs","perc.ml.only.devs","perc.code.only.devs","perc.ml.code.devs","sponsored.devs","ratio.sponsored","sponsored.core.devs","ratio.sponsored.core","num.tz","core.global.devs","core.mail.devs","core.code.devs","org.silo","prima.donnas","radio.silence","black.cloud","missing.links","st.congruence","communicability","global.turnover","code.turnover","core.global.turnover","core.mail.turnover","core.code.turnover","ratio.smelly.quitters","ratio.smelly.devs","global.truck","mail.truck","code.truck","closeness.centr","betweenness.centr","degree centr","global.mod","mail.mod","code.mod","density","mail.only.core.devs","code.only.core.devs","ml.code.core.devs","ratio.mail.only.core","ratio.code.only.core","ratio.ml.code.core"
"mettagrid-v0.2.0.99-mettagrid-v0.12.5","2026-02 -- 2026-02",14,0,14,0,0,1,0,0,0,0,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0.6429,0,0.6429,0.0825,0.0511,0.3187,0.0678,0,0.0678,0.2198,0,5,0,0,1,0
"mettagrid-v0.12.5-mettagrid-v0.16.7","2026-02 -- 2026-02",7,0,7,0,0,1,0,0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,0.7619,0.7619,1.6667,NA,1.6667,0,0,0.8571,0,0.8571,0.0437,0,0.119,-0.5,0,-0.5,0.0476,0,1,0,0,1,0
"mettagrid-v0.16.7-mettagrid-v0.26.25","2026-02 -- 2026-05",21,0,21,0,0,1,0,1,0.0476,0,0,10,7,0,7,0,0,0,0,0,0,0,0.0714,0.0714,0.25,NA,0.25,0,0,0.6667,0,0.6667,0.0557,0.1156,0.3167,0.0292,0,0.0292,0.1333,0,7,0,0,1,0
