ID	Name	total	percent	norm
1	1	David Garske	77404	64.5205388103494	1
5	5	aidan garske	40462	33.7273272872766	0.522552795512705
6	6	jackctj117	1094	0.9119098426247	0.0137513893555975
7	7	Paul Adelsbach	818	0.681848492931448	0.0101842996355365
2	2	Eric Blankenhorn	112	0.0933582288610296	0.00105978752552537
3	3	Tesfa Mael	48	0.0400106695118698	0.000232636286090931
4	4	Daniele Lacamera	30	0.0250066684449186	-3.46944695195361e-18
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA
NA.6	NA	NA	NA	NA	NA
NA.7	NA	NA	NA	NA	NA
NA.8	NA	NA	NA	NA	NA
NA.9	NA	NA	NA	NA	NA
NA.10	NA	NA	NA	NA	NA
NA.11	NA	NA	NA	NA	NA
NA.12	NA	NA	NA	NA	NA
