ID	Name	total	percent	norm
1	1	rUv	1377330	50.8015650657496	1
2	2	GitHub	1200848	44.2921869167703	0.871866024261539
3	3	Reuven	132338	4.8811668355958	0.0960790634592876
7	7	ruflo-bot	320	0.0118029091220259	0.000227978311566402
5	5	Ofer Shaal	294	0.0108439227558613	0.000209101126532235
4	4	ttxenonmarketing-ux	60	0.00221304546037985	3.92064612247252e-05
6	6	Dr. Mark Allen	6	0.000221304546037985	-8.46372261555442e-17
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA
NA.6	NA	NA	NA	NA	NA
NA.7	NA	NA	NA	NA	NA
NA.8	NA	NA	NA	NA	NA
NA.9	NA	NA	NA	NA	NA
NA.10	NA	NA	NA	NA	NA
NA.11	NA	NA	NA	NA	NA
NA.12	NA	NA	NA	NA	NA
