ID	Name	numcommits	percent	norm
3	3	Reuven	452	49.1304347826087	1
1	1	rUv	325	35.3260869565217	0.71840354767184
2	2	GitHub	134	14.5652173913043	0.29490022172949
7	7	ruflo-bot	4	0.434782608695652	0.00665188470066521
4	4	ttxenonmarketing-ux	2	0.217391304347826	0.00221729490022175
5	5	Ofer Shaal	2	0.217391304347826	0.00221729490022175
6	6	Dr. Mark Allen	1	0.108695652173913	1.82145964977565e-17
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA
NA.6	NA	NA	NA	NA	NA
NA.7	NA	NA	NA	NA	NA
NA.8	NA	NA	NA	NA	NA
NA.9	NA	NA	NA	NA	NA
NA.10	NA	NA	NA	NA	NA
NA.11	NA	NA	NA	NA	NA
NA.12	NA	NA	NA	NA	NA
