99819405	99819407	99819408	99819409	99819424	99819441	99819457	99819484	99819564	99819565	99819571	99819584	99819589	99819604	99819639	99819646	99819647	99819651	99819653	99819657	99819659	99819661	99819662	99819663	99819664	99819665	99819666	99819667	99819668	99819669	99819670	99819671	99819672	99819673	99819674	99819675	99819676	99819677	99819678	99819679
976	48	24	0	0	0	929	126	428	0	63	135	0	28	0	128	0	93	0	0	0	0	113	0	0	49	18	6	0	0	27	0	0	15	0	95	5	0	0	0
0	0	0	0	0	0	39	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
278	0	16	0	0	0	455	21	296	0	6	24	0	0	0	23	0	35	0	0	0	0	37	0	0	6	0	0	0	0	8	0	0	3	0	81	3	0	0	0
0	0	0	0	0	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
35	0	0	0	0	0	502	0	151	0	0	6	0	0	0	62	0	116	0	0	0	0	24	0	0	95	0	0	0	0	0	0	0	0	0	2	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	17	0	0	0	0	28	0	4	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
120	0	0	0	0	0	286	0	18	0	0	0	19	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
