ID	Name	numcommits	percent	norm
2	2	GitHub	166	34.5833333333333	1
3	3	sweep-aibot	90	18.75	0.539393939393939
4	4	Diwank Singh Tomer	76	15.8333333333333	0.454545454545455
8	8	github-actionsbot	45	9.375	0.266666666666667
6	6	Dmitry Paramonov	33	6.875	0.193939393939394
7	7	creatorrr	28	5.83333333333333	0.163636363636364
10	10	philipbalbas	11	2.29166666666667	0.0606060606060606
9	9	Philip	10	2.08333333333333	0.0545454545454545
1	1	Siddharth Balyan	6	1.25	0.0303030303030303
5	5	dependabotbot	3	0.625	0.0121212121212121
12	12	gitbook-combot	3	0.625	0.0121212121212121
13	13	developers	3	0.625	0.0121212121212121
14	14	gitbook-bot	3	0.625	0.0121212121212121
11	11	alt-glitch	2	0.416666666666667	0.00606060606060602
15	15	whiterabbit1983	1	0.208333333333333	-3.90312782094782e-17
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
