ID	Name	total	percent	norm
1	1	GitHub	103309	50	1
2	2	Rich Chiodo	96116	46.51869633817	0.93037325279746
6	6	Max Bachmann	6709	3.2470549516499	0.0649320478568938
4	4	Philip DePetro	302	0.146163451393393	0.00291361753204001
3	3	Copilot	134	0.0648539817440881	0.00128741239787808
5	5	Stella Huang	40	0.0193593975355487	0.000377511906144626
7	7	Mathias Fußenegger	7	0.00338789456872102	5.8078754791391e-05
8	8	Sam Brightman	1	0.000483984938388717	-1.06229790046951e-16
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA
NA.6	NA	NA	NA	NA	NA
NA.7	NA	NA	NA	NA	NA
NA.8	NA	NA	NA	NA	NA
NA.9	NA	NA	NA	NA	NA
NA.10	NA	NA	NA	NA	NA
NA.11	NA	NA	NA	NA	NA
