ID	Name	total	percent	norm
2	2	GitHub	4399	48.4898589065256	1
3	3	Reinier van der Leer	2426	26.7416225749559	0.550978607191625
4	4	James Collins	808	8.90652557319224	0.182749203459263
7	7	Luke	656	7.2310405643739	0.14815657715066
10	10	Tomas Valenta	296	3.26278659611993	0.0662266727355486
1	1	merwanehamadi	125	1.37786596119929	0.0273099681383706
5	5	Merwane Hamadi	124	1.3668430335097	0.0270823850705508
13	13	ph-ausseil	98	1.08024691358025	0.0211652253072372
9	9	NeonN3mesis	43	0.473985890652557	0.00864815657715075
6	6	Lei Zhang	36	0.396825396825397	0.00705507510241247
8	8	Auto-GPT-Bot	20	0.220458553791887	0.0034137460172964
11	11	eyalk11	17	0.187389770723104	0.00273099681383714
12	12	Cyrus	12	0.132275132275132	0.00159308147473837
15	15	Sohrab Saran	7	0.0771604938271605	0.000455166135639596
14	14	ido777	5	0.0551146384479718	8.8037216405823e-17
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
