ID	Name	numcommits	percent	norm
2	2	GitHub	31	36.046511627907	1
3	3	Reinier van der Leer	16	18.6046511627907	0.5
8	8	Auto-GPT-Bot	10	11.6279069767442	0.3
7	7	Luke	7	8.13953488372093	0.2
1	1	merwanehamadi	4	4.65116279069767	0.0999999999999999
4	4	James Collins	4	4.65116279069767	0.0999999999999999
5	5	Merwane Hamadi	4	4.65116279069767	0.0999999999999999
10	10	Tomas Valenta	2	2.32558139534884	0.0333333333333332
12	12	Cyrus	2	2.32558139534884	0.0333333333333332
6	6	Lei Zhang	1	1.16279069767442	-1.04083408558608e-16
9	9	NeonN3mesis	1	1.16279069767442	-1.04083408558608e-16
11	11	eyalk11	1	1.16279069767442	-1.04083408558608e-16
13	13	ph-ausseil	1	1.16279069767442	-1.04083408558608e-16
14	14	ido777	1	1.16279069767442	-1.04083408558608e-16
15	15	Sohrab Saran	1	1.16279069767442	-1.04083408558608e-16
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
