"range","range.date","devs","ml.only.devs","code.only.devs","ml.code.devs","perc.ml.only.devs","perc.code.only.devs","perc.ml.code.devs","sponsored.devs","ratio.sponsored","sponsored.core.devs","ratio.sponsored.core","num.tz","core.global.devs","core.mail.devs","core.code.devs","org.silo","prima.donnas","radio.silence","black.cloud","missing.links","st.congruence","communicability","global.turnover","code.turnover","core.global.turnover","core.mail.turnover","core.code.turnover","ratio.smelly.quitters","ratio.smelly.devs","global.truck","mail.truck","code.truck","closeness.centr","betweenness.centr","degree centr","global.mod","mail.mod","code.mod","density","mail.only.core.devs","code.only.core.devs","ml.code.core.devs","ratio.mail.only.core","ratio.code.only.core","ratio.ml.code.core"
"1.10.0-v1.12.0","2025-07 -- 2025-10",61,40,18,3,0.6557,0.2951,0.0492,7,0.1148,2,0.0952,20,29,24,7,12,0,12,0,12,0.1429,0.5408,0,0,0,0,0,0,0.377,0.5246,0.4419,0.6667,0.0199,0.2192,0.3107,0.2633,0.3189,0.0157,0.0393,22,5,2,0.7586,0.1724,0.069
"v1.12.0-v1.14.0","2025-10 -- 2026-01",29,16,12,1,0.5517,0.4138,0.0345,3,0.1034,2,0.1538,12,12,9,4,10,0,0,0,10,0,0.5538,1.1333,1,1.1707,1.1515,1.0909,0.3529,0.2759,0.5862,0.4706,0.6923,0.0501,0.3765,0.4667,0.2196,0.0674,0.1695,0.069,8,3,1,0.6667,0.25,0.0833
"v1.14.0-v1.15.1","2026-01 -- 2026-04",54,41,12,1,0.7593,0.2222,0.0185,3,0.0556,2,0.1538,12,22,21,3,5,0,4,0,5,0,0.5385,0.506,0.7692,0.4118,0.2667,0.8571,0.3333,0.1667,0.5926,0.5,0.7692,0.0351,0.5868,0.6702,0.1162,0.1815,-0.3892,0.0468,20,2,1,0.8696,0.087,0.0435
