ID	Name	numcommits	percent	norm
1	1	David Lord	542	60.762331838565	1
2	2	GitHub	81	9.08071748878924	0.147874306839187
7	7	Phil Jones	46	5.15695067264574	0.0831792975970425
10	10	dependabotbot	27	3.02690582959641	0.0480591497227357
4	4	Grey Li	24	2.69058295964126	0.0425138632162661
11	11	pre-commit-cibot	17	1.90582959641256	0.0295748613678373
25	25	Frank Yu	7	0.7847533632287	0.011090573012939
16	16	Maxim G. Ivanov	6	0.672645739910314	0.00924214417744914
3	3	Adrian Moennich	5	0.560538116591928	0.00739371534195931
14	14	Kevin Kirsche	4	0.448430493273543	0.00554528650646948
44	44	Pedro Torcatt	4	0.448430493273543	0.00554528650646948
50	50	Alex Hedges	4	0.448430493273543	0.00554528650646948
17	17	MeViMo	3	0.336322869955157	0.00369685767097964
19	19	Yourun-Proger	3	0.336322869955157	0.00369685767097964
60	60	Stanislav Bushuev	3	0.336322869955157	0.00369685767097964
5	5	EtiennePelletier	2	0.224215246636771	0.00184842883548981
15	15	DailyDreaming	2	0.224215246636771	0.00184842883548981
24	24	default-303	2	0.224215246636771	0.00184842883548981
26	26	Tushar Sadhwani	2	0.224215246636771	0.00184842883548981
30	30	oleksis	2	0.224215246636771	0.00184842883548981
