ID	Name	total	percent	norm
2	2	GitHub	2512	50	1
4	4	wei liu	1497	29.796974522293	0.585036794766966
3	3	groot	581	11.5644904458599	0.210547833197056
5	5	SimFG	368	7.32484076433121	0.12346688470973
1	1	XuanYang-cn	66	1.31369426751592	-7.28583859910259e-17
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA
NA.6	NA	NA	NA	NA	NA
NA.7	NA	NA	NA	NA	NA
NA.8	NA	NA	NA	NA	NA
NA.9	NA	NA	NA	NA	NA
NA.10	NA	NA	NA	NA	NA
NA.11	NA	NA	NA	NA	NA
NA.12	NA	NA	NA	NA	NA
NA.13	NA	NA	NA	NA	NA
NA.14	NA	NA	NA	NA	NA
