ID	Name	total	percent	norm
2	2	GitHub	400816	49.9205388413118	1
5	5	Artem Inzhyyants	181945	22.6607531622552	0.453933744829273
17	17	btkcodedev	105483	13.1376197522007	0.263166955246074
1	1	Airbyte	54333	6.76702685737345	0.135551652387392
25	25	Christo Grabowski	9292	1.15729323907596	0.023177833109622
38	38	Dhroov Makwana	8096	1.00833470335331	0.020193905402506
50	50	Aldo Gonzalez	7366	0.9174151957634	0.0183726117351191
32	32	Johnny Schmidt	5529	0.68862185954057	0.0137894384926675
11	11	Tope Folorunso	3856	0.480254275707802	0.00961543259466993
6	6	Maxime Carbonneau-Leclerc	3441	0.428567158379291	0.00858003961937465
60	60	prashant-mittal9	3380	0.420969774868354	0.00842784932662041
15	15	Xiaohan Song	2900	0.361187084946221	0.00723028636724274
20	20	Natik Gadzhi	1787	0.222565972689274	0.00445343725518578
12	12	Augustin	1397	0.173992537127541	0.00348041735069142
23	23	Anatolii Yatsuk	1223	0.152321312030768	0.00304630077791702
21	21	Marius Posta	1124	0.139991132234328	0.00279930341754537
39	39	Michel Tricot	1086	0.135258335948826	0.00270449634992798
51	51	Brian Lai	1075	0.133888315971444	0.00267705219877557
19	19	Gireesh Sreepathi	997	0.124173628859097	0.0024824482178767
26	26	Edward Gao	802	0.0998869110782306	0.00199593826562952
