ID	Name	total	percent	norm
2	2	GitHub	10524	49.8531501657982	1
3	3	Diwank Singh Tomer	10144	48.0530554239697	0.963881760288946
6	6	whiterabbit1983	321	1.52060634770251	0.0302252637581978
1	1	Siddharth Balyan	107	0.506868782567504	0.00988499192091996
7	7	Diwank Tomer	8	0.0378967314069162	0.000475239996197977
4	4	github-actionsbot	3	0.0142112742775936	-1.02673945734377e-16
5	5	alt-glitch	3	0.0142112742775936	-1.02673945734377e-16
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA
NA.6	NA	NA	NA	NA	NA
NA.7	NA	NA	NA	NA	NA
NA.8	NA	NA	NA	NA	NA
NA.9	NA	NA	NA	NA	NA
NA.10	NA	NA	NA	NA	NA
NA.11	NA	NA	NA	NA	NA
NA.12	NA	NA	NA	NA	NA
