ID	Name	numcommits	percent	norm
2	2	GitHub	203	49.0338164251208	1
1	1	Harutaka Kawamura	54	13.0434782608696	0.262376237623762
8	8	Daniel Lok	21	5.07246376811594	0.099009900990099
9	9	Yuki Watanabe	21	5.07246376811594	0.099009900990099
3	3	WeichenXu	19	4.58937198067633	0.0891089108910891
10	10	Ben Wilson	14	3.38164251207729	0.0643564356435644
7	7	mlflow-automation	13	3.14009661835749	0.0594059405940594
4	4	Serena Ruan	12	2.89855072463768	0.0544554455445544
6	6	Chen Qian	6	1.44927536231884	0.0247524752475247
20	20	Sunish Sheth	5	1.20772946859903	0.0198019801980198
26	26	Jesse Chan	5	1.20772946859903	0.0198019801980198
24	24	Brynn Yin	4	0.966183574879227	0.0148514851485148
11	11	Michael Berk	3	0.72463768115942	0.0099009900990099
15	15	Edward Feng	3	0.72463768115942	0.0099009900990099
28	28	harupy	3	0.72463768115942	0.0099009900990099
29	29	Michael Li	3	0.72463768115942	0.0099009900990099
12	12	Ann Zhang	2	0.483091787439614	0.00495049504950495
21	21	Victor Sun	2	0.483091787439614	0.00495049504950495
23	23	zhouyou.ltx	2	0.483091787439614	0.00495049504950495
5	5	Gabriel Fu	1	0.241545893719807	-4.33680868994202e-18
