ID	Name	total	percent	norm
2	2	GitHub	15299	47.4358179337716	1
1	1	Harutaka Kawamura	2441	7.56852288230187	0.159497973591319
9	9	Yuki Watanabe	1856	5.75468188019348	0.121257680742581
3	3	WeichenXu	1812	5.61825623217165	0.11838148777618
14	14	TomuHirata	1368	4.24159742031502	0.089358086024317
26	26	Jesse Chan	1087	3.37033362272107	0.0709896718525298
8	8	Daniel Lok	1008	3.1253875728637	0.0658255981174011
24	24	Brynn Yin	965	2.99206250775146	0.0630147731729639
20	20	Sunish Sheth	952	2.95175492992683	0.0621649888874364
30	30	Arthur Jenoudet	880	2.72851296043656	0.0574584913060532
28	28	harupy	809	2.50837157385588	0.0528173617466337
4	4	Serena Ruan	807	2.50217040803671	0.0526866257027063
10	10	Ben Wilson	804	2.49286865930795	0.0524905216368154
5	5	Gabriel Fu	392	1.2154285005581	0.0255588965877894
7	7	mlflow-automation	376	1.16581917400471	0.0245130082363709
6	6	Chen Qian	315	0.976683616519906	0.0205255588965879
21	21	Victor Sun	280	0.868163214684361	0.01823767812786
11	11	Michael Berk	222	0.688329405928314	0.0144463328539679
15	15	Edward Feng	120	0.37206994915044	0.00777879461367509
31	31	Tai Le	108	0.334862954235396	0.00699437835011123
