ID	Name	total	percent	norm
1	1	David Garske	10220	66.0206718346253	1
2	2	gojimmypi	5112	33.0232558139535	0.498724239450442
3	3	Daniele Lacamera	62	0.400516795865633	0.00314033366045138
5	5	Andrew Hutchings	56	0.361757105943152	0.00255152109911674
4	4	night1rider	30	0.193798449612403	-4.42354486374086e-17
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA
NA.6	NA	NA	NA	NA	NA
NA.7	NA	NA	NA	NA	NA
NA.8	NA	NA	NA	NA	NA
NA.9	NA	NA	NA	NA	NA
NA.10	NA	NA	NA	NA	NA
NA.11	NA	NA	NA	NA	NA
NA.12	NA	NA	NA	NA	NA
NA.13	NA	NA	NA	NA	NA
NA.14	NA	NA	NA	NA	NA
