ID	Name	total	percent	norm
3	3	GitHub	46501	49.7880040257821	1
1	1	merwanehamadi	17280	18.5014668408317	0.371577883395342
8	8	Reinier van der Leer	15389	16.4767982183773	0.330910342157896
31	31	sherif-med	3957	4.23670742414184	0.0850555925933892
14	14	Nicholas Tindle	3278	3.50971112871796	0.0704531280242587
35	35	Sicong Zhao	2736	2.92939891646502	0.0587969633755566
6	6	Richard Beales	1883	2.01610312854665	0.0404524828490936
13	13	k-boikov	352	0.376881731942868	0.00752704359233541
25	25	Luke K (pr-0f3t)	207	0.22163215486413	0.00440869696122506
38	38	DGdev91	207	0.22163215486413	0.00440869696122506
33	33	GoCodeo	175	0.18737017923296	0.00372051011849726
5	5	Kory Becker	162	0.173451251632797	0.00344093421363909
9	9	Media	158	0.169168504678901	0.00335491085829811
18	18	Douglas Schonholtz	154	0.164885757725005	0.00326888750295714
32	32	Benny van der Lans	141	0.150966830124842	0.00298931159809897
22	22	Konrad	125	0.133835842309257	0.00264521817673507
12	12	Omri Grossman	102	0.109210047324354	0.00215058388352446
10	10	Toran Bruce Richards	89	0.0952911197241911	0.00187100797866629
15	15	Merwane Hamadi	68	0.0728066982162359	0.00141938536312617
26	26	Auto-GPT-Bot	56	0.0599584573545472	0.00116131529710325
