ID	Name	total	percent	norm
1	1	GitHub	802249	50	1
3	3	huhuanming	189543	11.8132275640107	0.236262647289426
4	4	Leon	128489	8.00804986980351	0.160158903679291
5	5	morizon	97408	6.07093308935256	0.121416471485715
17	17	Zhao	96420	6.00935619739009	0.120184930576244
11	11	limichange	45917	2.86176735651899	0.0572329968201813
7	7	Franco	41400	2.58024628263793	0.051602561305932
18	18	Zen	35595	2.2184508799637	0.0443666352133445
14	14	yikZero	30823	1.92103698477655	0.0384183424805578
2	2	weatherstar	28694	1.78834750806794	0.0357645463304943
12	12	Kahn	25796	1.60773026828329	0.0321521925292335
24	24	Patrick Choo	21107	1.3154893306193	0.0263073592048335
6	6	ByteZhang	20191	1.2583998234962	0.0251655662158911
10	10	wabiwabo	10628	0.662387862122608	0.0132452972712893
20	20	chloe	9859	0.614460099046555	0.0122867396200921
13	13	Yishi	4498	0.280336902881774	0.00560425903742865
25	25	zhangyan	2868	0.178747496101584	0.00357246583658153
22	22	Shoyo1024	2720	0.169523427265101	0.00338798399994019
23	23	Labrin	2546	0.158678913903289	0.003171093191997
31	31	Crypto Minion	1892	0.117918501612342	0.00235588291386571
