ID	Name	numcommits	percent	norm
1	1	GitHub	1317	50	1
3	3	huhuanming	225	8.54214123006834	0.170212765957447
11	11	limichange	179	6.79574791192103	0.135258358662614
4	4	Leon	153	5.80865603644647	0.115501519756839
17	17	Zhao	122	4.63173880030372	0.0919452887537994
14	14	yikZero	106	4.02429764616553	0.0797872340425532
5	5	morizon	84	3.18906605922551	0.0630699088145896
24	24	Patrick Choo	71	2.69552012148823	0.0531914893617021
2	2	weatherstar	60	2.27790432801822	0.0448328267477203
7	7	Franco	56	2.12604403948367	0.0417933130699088
18	18	Zen	55	2.08807896735004	0.0410334346504559
12	12	Kahn	50	1.89825360668185	0.0372340425531915
20	20	chloe	37	1.40470766894457	0.0273556231003039
6	6	ByteZhang	21	0.797266514806378	0.0151975683890577
8	8	JellyWang	18	0.683371298405467	0.0129179331306991
25	25	zhangyan	15	0.569476082004556	0.0106382978723404
10	10	wabiwabo	14	0.531511009870919	0.00987841945288752
21	21	xiaohai	13	0.493545937737282	0.00911854103343463
23	23	Labrin	10	0.379650721336371	0.00683890577507597
9	9	Revan Zhang	7	0.265755504935459	0.0045592705167173
