ID	Name	numcommits	percent	norm
2	2	GitHub	9240	49.9621498864497	1
1	1	Airbyte	6522	35.2654915107602	0.705812317350363
71	71	octavia-bot-hoardbot	1183	6.39666919000757	0.127935923801277
12	12	Edward Gao	139	0.751595111928193	0.0149366814590323
27	27	Aaron Steers	123	0.665080566670271	0.0132048923043619
35	35	Ian Alton	97	0.524494430626149	0.0103907349280224
56	56	devin-ai-integrationbot	71	0.383908294582027	0.007576577551683
33	33	Ryan Br...	68	0.367686817346166	0.0072518670851823
3	3	Maxime Carbonneau-Leclerc	66	0.356872499188926	0.00703539344084849
75	75	octavia-botbot	61	0.329836703795826	0.00649420933001399
9	9	Anatolii Yatsuk	49	0.264950794852385	0.00519536746401117
16	16	Patrick Nilan	49	0.264950794852385	0.00519536746401117
31	31	Benoit Moriceau	49	0.264950794852385	0.00519536746401117
25	25	Daryna Ishchenko	48	0.259543635773764	0.00508713064184427
40	40	Davin Chia	46	0.248729317616524	0.00487065699751047
23	23	Brian Lai	41	0.221693522223424	0.00432947288667596
68	68	David Gold	40	0.216286363144804	0.00422123606450906
42	42	Subodh Kant Chaturvedi	36	0.194657726830323	0.00378828877584146
60	60	Alfredo Garcia	36	0.194657726830323	0.00378828877584146
7	7	btkcodedev	33	0.178436249594463	0.00346357830934075
