ID	Name	total	percent	norm
2	2	GitHub	1454666	49.8784469462924	1
23	23	Brian Lai	250450	8.58757751793122	0.172168968229089
1	1	Airbyte	188583	6.46624528274715	0.129638871931938
35	35	Ian Alton	121507	4.16630377908272	0.0835278799777818
56	56	devin-ai-integrationbot	95583	3.27740635614462	0.0657065824135333
25	25	Daryna Ishchenko	95521	3.27528046352688	0.0656639608871877
11	11	Christo Grabowski	73936	2.53516123523962	0.0508254827231581
16	16	Patrick Nilan	64380	2.20749946338356	0.0442562681141487
9	9	Anatolii Yatsuk	52035	1.78420681232003	0.0357697722635605
12	12	Edward Gao	49184	1.68645004049483	0.0338098694956361
7	7	btkcodedev	47991	1.64554375189873	0.0329897488354699
71	71	octavia-bot-hoardbot	45223	1.55063293309404	0.0310869039173308
39	39	Francis Genet	28066	0.962343584021791	0.0192924276671452
41	41	Blake Fleischer	27124	0.930043731668462	0.0186448554442813
21	21	Serhii Lazebnyi	23652	0.810993745075301	0.0162580499689276
87	87	Sajarin	20292	0.695784080630307	0.0139482382185852
33	33	Ryan Br...	18651	0.639516503441546	0.0128201426583734
3	3	Maxime Carbonneau-Leclerc	18536	0.635573315521553	0.012741086601442
14	14	Johnny Schmidt	16896	0.579340026923401	0.0116136784852035
42	42	Subodh Kant Chaturvedi	15751	0.540079590676521	0.0108265551357565
