ID	Name	total	percent	norm
2	2	Diwank Singh Tomer	112363	68.1640601303066	1
1	1	GitHub	34711	21.057133497531	0.308918416204623
9	9	HamadaSalhab	5357	3.24977857584839	0.047675836351824
19	19	ItsAmziii	3180	1.92912000582376	0.0283011311552735
5	5	github-actionsbot	2806	1.70223608061052	0.0249726333401565
11	11	Vedant Sahai	1684	1.02158430497082	0.0149871398948052
7	7	whiterabbit1983	1527	0.926341587702163	0.0135898827905983
12	12	Shuvojit Das	987	0.598755171618884	0.00878403033026886
4	4	creatorrr	727	0.441028378689897	0.00647010136788801
10	10	Ikko Eltociear Ashimine	673	0.408269737081569	0.00598951612185506
18	18	Ho Yin	384	0.232950340325888	0.00341749508290095
15	15	Utsav bhattarai	238	0.144380679681149	0.00211813497325632
13	13	JeevaRamanathan	154	0.0934227927348613	0.00137055792387174
14	14	Vivek Gurudutt K	18	0.010919547202776	0.000160195082010982
16	16	Bilal Mirza	18	0.010919547202776	0.000160195082010982
17	17	Sudhanshu Tripathi	8	0.00485313209012266	7.11978142271032e-05
6	6	Julep Developers	5	0.00303320755632666	4.44986338919395e-05
8	8	ijindal1	2	0.00121328302253067	1.77994535567758e-05
3	3	Dmitry Paramonov	0	0	0
NA	NA	NA	NA	NA	NA
