ID	Name	numcommits	percent	norm
14	14	Diwank Tomer	206	32.0872274143302	1
3	3	Diwank Singh Tomer	147	22.8971962616822	0.712195121951219
5	5	Dmitry Paramonov	124	19.3146417445483	0.6
2	2	GitHub	54	8.41121495327103	0.258536585365854
15	15	Hamada Salhab	37	5.76323987538941	0.175609756097561
7	7	github-actionsbot	16	2.49221183800623	0.0731707317073171
10	10	Julep Developers	16	2.49221183800623	0.0731707317073171
1	1	Siddharth Balyan	11	1.71339563862928	0.048780487804878
6	6	creatorrr	7	1.09034267912773	0.0292682926829268
9	9	gitbook-combot	6	0.934579439252336	0.024390243902439
11	11	gitbook-bot	6	0.934579439252336	0.024390243902439
12	12	whiterabbit1983	6	0.934579439252336	0.024390243902439
4	4	dependabotbot	2	0.311526479750779	0.0048780487804878
13	13	ijindal1	2	0.311526479750779	0.0048780487804878
8	8	alt-glitch	1	0.155763239875389	-4.33680868994202e-18
16	16	Ikko Eltociear Ashimine	1	0.155763239875389	-4.33680868994202e-18
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
