ID	Name	total	percent	norm
3	3	Diwank Singh Tomer	236872	41.4612031996639	1
14	14	Diwank Tomer	119004	20.8300222296126	0.502393718073205
2	2	GitHub	109169	19.1085400220546	0.460873052729345
7	7	github-actionsbot	33548	5.8721184645814	0.141621986743784
6	6	creatorrr	24488	4.28628940505155	0.10337315827247
5	5	Dmitry Paramonov	15348	2.68645743991878	0.0647865918014101
9	9	gitbook-combot	7708	1.34917995484063	0.0325326128256006
10	10	Julep Developers	6820	1.1937477026483	0.0287837210284123
1	1	Siddharth Balyan	6729	1.17781939752499	0.0283995440537004
11	11	gitbook-bot	6334	1.10868005111061	0.0267319626799511
15	15	Hamada Salhab	3513	0.6149025922879	0.0148224764638832
12	12	whiterabbit1983	1263	0.221070872205983	0.00532359522100735
8	8	alt-glitch	452	0.0791164166564562	0.00189977624857521
4	4	dependabotbot	54	0.00945196128196601	0.000219529699835398
13	13	ijindal1	6	0.00105021792021845	1.68868999873797e-05
16	16	Ikko Eltociear Ashimine	2	0.000350072640072815	4.48470064253262e-17
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
