"range","range.date","devs","ml.only.devs","code.only.devs","ml.code.devs","perc.ml.only.devs","perc.code.only.devs","perc.ml.code.devs","sponsored.devs","ratio.sponsored","sponsored.core.devs","ratio.sponsored.core","num.tz","core.global.devs","core.mail.devs","core.code.devs","org.silo","prima.donnas","radio.silence","black.cloud","missing.links","st.congruence","communicability","global.turnover","code.turnover","core.global.turnover","core.mail.turnover","core.code.turnover","ratio.smelly.quitters","ratio.smelly.devs","global.truck","mail.truck","code.truck","closeness.centr","betweenness.centr","degree centr","global.mod","mail.mod","code.mod","density","mail.only.core.devs","code.only.core.devs","ml.code.core.devs","ratio.mail.only.core","ratio.code.only.core","ratio.ml.code.core"
"0.7.9-0.8.0","2024-06 -- 2024-09",8,2,5,1,0.25,0.625,0.125,0,0,0,0,9,3,2,2,3,0,3,0,3,0,0.5,0,0,0,0,0,0,0.625,0.625,0.3333,0.6667,0.1293,0.1701,0.25,0.0027,-0.375,-0.3389,0.1786,2,2,0,0.5,0.5,0
"0.8.0-0.9.1","2024-09 -- 2024-12",9,2,6,1,0.2222,0.6667,0.1111,0,0,0,0,13,3,2,1,1,0,3,0,1,0,0.7143,0.2353,0.1538,0.6667,0.5,1.3333,0.5,0.5556,0.6667,0.3333,0.8571,0.0449,0.0357,0.1667,0.5,-0.375,-0.5,0.0833,2,1,0,0.6667,0.3333,0
"0.9.1-1.0.0","2024-12 -- 2025-05",17,5,11,1,0.2941,0.6471,0.0588,1,0.0588,0,0,19,5,3,1,1,0,0,0,1,0,0.8333,0.1538,0.1053,0.25,0,1,0.5,0.1176,0.7059,0.5,0.9167,0.0194,0.0167,0.1434,0.4651,0.355,-0.5,0.0441,3,1,0,0.75,0.25,0
"1.0.0-1.0.16","2025-05 -- 2025-06",11,2,8,1,0.1818,0.7273,0.0909,0,0,0,0,11,2,2,0,0,0,3,0,0,1,1,0.4286,0.2857,0.8571,0.4,2,0,0.2727,0.8182,0.3333,1,0.0346,0.0222,0.1636,-0.3889,-0.3889,0,0.0364,2,0,0,1,0,0
"1.0.16-1.1.0","2025-06 -- 2025-06",7,0,7,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0.4444,0.25,2,2,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"1.1.0-1.1.15","2025-06 -- 2025-09",9,2,7,0,0.2222,0.7778,0,0,0,0,0,14,1,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0.2222,0.8889,0.5,1,0.026,0,0.0972,-0.5,-0.5,0,0.0278,1,0,0,1,0,0
"1.1.15-1.1.33","2025-09 -- 2026-02",6,2,4,0,0.3333,0.6667,0,1,0.1667,0,0,11,1,1,0,0,0,2,0,0,1,1,0.6667,0.5455,1,1,0,0.4,0.3333,0.8333,0.5,1,0.06,0,0.1333,-0.5,-0.5,0,0.0667,1,0,0,1,0,0
