ID	Name	numcommits	percent	norm
1	1	David Lord	97	57.0588235294118	1
3	3	Phil Jones	26	15.2941176470588	0.260416666666667
2	2	GitHub	19	11.1764705882353	0.1875
4	4	dependabotbot	15	8.82352941176471	0.145833333333333
5	5	pre-commit-cibot	3	1.76470588235294	0.0208333333333333
9	9	ToolMoney	2	1.17647058823529	0.0104166666666666
6	6	Pamela Fox	1	0.588235294117647	-7.45931094670027e-17
7	7	Lucas Werkmeister	1	0.588235294117647	-7.45931094670027e-17
8	8	Pedro Guilherme S. Moreira	1	0.588235294117647	-7.45931094670027e-17
10	10	hauntsaninja	1	0.588235294117647	-7.45931094670027e-17
11	11	Jeroendevr	1	0.588235294117647	-7.45931094670027e-17
12	12	pavithra	1	0.588235294117647	-7.45931094670027e-17
13	13	mohammad m. moniri	1	0.588235294117647	-7.45931094670027e-17
14	14	nick2202	1	0.588235294117647	-7.45931094670027e-17
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA
