ID	Name	total	percent	norm
3	3	Phil Jones	6181	68.555900621118	1
1	1	David Lord	2668	29.5918367346939	0.431553398058252
2	2	GitHub	68	0.754214729370009	0.01084142394822
4	4	dependabotbot	52	0.576752440106477	0.00825242718446594
12	12	pavithra	13	0.144188110026619	0.00194174757281545
5	5	pre-commit-cibot	10	0.110913930789707	0.00145631067961157
7	7	Lucas Werkmeister	4	0.0443655723158829	0.000485436893203802
8	8	Pedro Guilherme S. Moreira	4	0.0443655723158829	0.000485436893203802
9	9	ToolMoney	4	0.0443655723158829	0.000485436893203802
11	11	Jeroendevr	4	0.0443655723158829	0.000485436893203802
13	13	mohammad m. moniri	3	0.0332741792369122	0.000323624595469174
10	10	hauntsaninja	2	0.0221827861579414	0.000161812297734546
14	14	nick2202	2	0.0221827861579414	0.000161812297734546
6	6	Pamela Fox	1	0.0110913930789707	-8.1342267990725e-17
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA
