ID	Name	numcommits	percent	norm
1	1	David Garske	32	51.6129032258064	1
4	4	Aidan Garske	16	25.8064516129032	0.466666666666667
2	2	Tesfa Mael	10	16.1290322580645	0.266666666666667
3	3	msi-debian	2	3.2258064516129	1.38777878078145e-17
5	5	night1rider	2	3.2258064516129	1.38777878078145e-17
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA
NA.6	NA	NA	NA	NA	NA
NA.7	NA	NA	NA	NA	NA
NA.8	NA	NA	NA	NA	NA
NA.9	NA	NA	NA	NA	NA
NA.10	NA	NA	NA	NA	NA
NA.11	NA	NA	NA	NA	NA
NA.12	NA	NA	NA	NA	NA
NA.13	NA	NA	NA	NA	NA
NA.14	NA	NA	NA	NA	NA
