ID	Name	total	percent	norm
1	1	David Garske	9626	98.24453970198	1
4	4	Anthony Hu	112	1.14309042661768	0.00998959417273679
3	3	Elms	44	0.449071239028373	0.00291363163371494
2	2	Eric Blankenhorn	16	0.163298632373954	6.0281640790194e-17
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA
NA.6	NA	NA	NA	NA	NA
NA.7	NA	NA	NA	NA	NA
NA.8	NA	NA	NA	NA	NA
NA.9	NA	NA	NA	NA	NA
NA.10	NA	NA	NA	NA	NA
NA.11	NA	NA	NA	NA	NA
NA.12	NA	NA	NA	NA	NA
NA.13	NA	NA	NA	NA	NA
NA.14	NA	NA	NA	NA	NA
NA.15	NA	NA	NA	NA	NA
