ID	Name	numcommits	percent	norm
2	2	GitHub	171	48.8571428571429	1
1	1	Airbyte	110	31.4285714285714	0.641176470588235
17	17	Stephane Geneix	18	5.14285714285714	0.1
18	18	Johnny Schmidt	5	1.42857142857143	0.0235294117647059
3	3	Octavia Squidington III	4	1.14285714285714	0.0176470588235294
9	9	btkcodedev	4	1.14285714285714	0.0176470588235294
4	4	Artem Inzhyyants	3	0.857142857142857	0.011764705882353
7	7	Tope Folorunso	3	0.857142857142857	0.011764705882353
10	10	Natalie Kwong	3	0.857142857142857	0.011764705882353
11	11	Gireesh Sreepathi	3	0.857142857142857	0.011764705882353
15	15	Edward Gao	3	0.857142857142857	0.011764705882353
5	5	artem1205	2	0.571428571428571	0.00588235294117649
12	12	Marius Posta	2	0.571428571428571	0.00588235294117649
13	13	Anatolii Yatsuk	2	0.571428571428571	0.00588235294117649
16	16	lazebnyi	2	0.571428571428571	0.00588235294117649
19	19	Patrick Nilan	2	0.571428571428571	0.00588235294117649
22	22	Serhii Lazebnyi	2	0.571428571428571	0.00588235294117649
23	23	Aldo Gonzalez	2	0.571428571428571	0.00588235294117649
26	26	Ben Church	2	0.571428571428571	0.00588235294117649
6	6	Erick Corona	1	0.285714285714286	2.08166817117217e-17
