ID	Name	total	percent	norm
2	2	GitHub	6927	50	1
9	9	zhenshan.cao	1946	14.0464847697416	0.28072202166065
1	1	XuanYang-cn	1451	10.4735094557529	0.209241877256318
4	4	jaime	969	6.99436985708099	0.139638989169675
7	7	xige-16	900	6.4963187527068	0.129675090252708
3	3	Jiquan Long	815	5.88277753717338	0.117400722021661
6	6	cai.zhang	642	4.63404071026418	0.092418772563177
8	8	yah01	128	0.923920889273856	0.0181949458483755
5	5	yihao.dai	74	0.534141764111448	0.0103971119133575
10	10	Gao	2	0.014436263894904	8.47303997797422e-17
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA
NA.6	NA	NA	NA	NA	NA
NA.7	NA	NA	NA	NA	NA
NA.8	NA	NA	NA	NA	NA
NA.9	NA	NA	NA	NA	NA
