99819353	99819354	99819359	99819360	99819361	99819363	99819364	99819365	99819366	99819367
437	0	0	0	62	16	100	0	38	0
0	0	0	0	0	0	0	0	0	0
2	0	22	0	5	0	0	0	104	0
61	0	30	19	56	0	0	0	26	0
0	0	0	0	15	0	0	0	0	0
0	0	0	0	0	2	0	0	0	0
112	0	55	0	0	333	115	0	304	0
0	0	0	0	0	5	0	0	71	0
29	0	5	0	4	407	0	0	25	9
0	0	0	0	0	0	0	0	0	0
