ID	Name	total	percent	norm
1	1	David Garske	28722	78.4582604895105	1
4	4	John Bland	4099	11.1970061188811	0.141876350456542
7	7	GitHub	2727	7.44919143356643	0.0940614762668154
5	5	Lealem Amedie	518	1.41499125874126	0.0170767407820451
3	3	Marco Oliverio	276	0.753933566433566	0.00864292186519837
6	6	Bill Phipps	238	0.650131118881119	0.00731860319230508
2	2	JacobBarthelmeh	28	0.076486013986014	7.02563007770607e-17
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA
NA.6	NA	NA	NA	NA	NA
NA.7	NA	NA	NA	NA	NA
NA.8	NA	NA	NA	NA	NA
NA.9	NA	NA	NA	NA	NA
NA.10	NA	NA	NA	NA	NA
NA.11	NA	NA	NA	NA	NA
NA.12	NA	NA	NA	NA	NA
