ID	Name	numcommits	percent	norm
2	2	GitHub	574	49.9130434782609	1
3	3	Greyson LaLonde	301	26.1739130434783	0.523560209424084
1	1	Lorenze Jay	52	4.52173913043478	0.0890052356020943
12	12	Vini Brasil	47	4.08695652173913	0.0802792321116929
11	11	João Moura	37	3.21739130434783	0.0628272251308901
7	7	Lucas Gomide	25	2.17391304347826	0.0418848167539267
16	16	alex-clawd	23	2	0.0383944153577662
17	17	iris-clawd	23	2	0.0383944153577662
9	9	Matt Aitchison	12	1.04347826086957	0.0191972076788831
6	6	Rip&Tear	9	0.782608695652174	0.0139616055846422
18	18	Tiago Freire	6	0.521739130434783	0.00872600349040141
29	29	Jesse Miller	4	0.347826086956522	0.00523560209424085
4	4	Heitor Carvalho	3	0.260869565217391	0.00349040139616058
8	8	dependabotbot	3	0.260869565217391	0.00349040139616058
13	13	Thiago Moretto	3	0.260869565217391	0.00349040139616058
10	10	Mike Plachta	2	0.173913043478261	0.0017452006980803
15	15	nicoferdi96	2	0.173913043478261	0.0017452006980803
21	21	Mani	2	0.173913043478261	0.0017452006980803
22	22	Giulio Leone	2	0.173913043478261	0.0017452006980803
5	5	Daniel Barreto	1	0.0869565217391304	1.66967134562768e-17
