ID	Name	numcommits	percent	norm
2	2	GitHub	1834	48.416050686378	1
1	1	Airbyte	986	26.0295670538543	0.537370430987452
25	25	Johnny Schmidt	81	2.13833157338965	0.0436442989634479
9	9	Augustin	65	1.71594508975713	0.0349154391707583
14	14	Natik Gadzhi	63	1.66314677930306	0.0338243316966721
4	4	Octavia Squidington III	60	1.58394931362196	0.0321876704855428
19	19	Edward Gao	44	1.16156282998944	0.0234588106928532
50	50	Parthiv Makwana	42	1.10876451953537	0.022367703218767
12	12	btkcodedev	36	0.950369588173178	0.0190943807965084
42	42	Aaron Steers (AJ)	32	0.844772967265047	0.016912165848336
8	8	Tope Folorunso	29	0.765575501583949	0.0152755046372067
49	49	Biplab Bera	28	0.739176346356917	0.0147299509001636
52	52	Om Bhardwaj	27	0.712777191129884	0.0141843971631205
10	10	Xiaohan Song	23	0.607180570221753	0.0120021822149481
23	23	Rodi Reich Zilberman	23	0.607180570221753	0.0120021822149481
45	45	Aazam Thakur	22	0.58078141499472	0.011456628477905
15	15	Marius Posta	20	0.527983104540655	0.0103655210038189
5	5	Artem Inzhyyants	19	0.501583949313622	0.00981996726677575
6	6	Maxime Carbonneau-Leclerc	18	0.475184794086589	0.00927441352973265
13	13	Natalie Kwong	16	0.422386483632524	0.00818330605564645
