ID	Name	total	percent	norm
2	2	GitHub	1159602	49.9691463891795	1
12	12	btkcodedev	172177	7.41938847798621	0.14847792342187
8	8	Tope Folorunso	139119	5.99486520074669	0.119969817178337
1	1	Airbyte	128207	5.52464927718091	0.110559675750259
42	42	Aaron Steers (AJ)	121260	5.22529168727883	0.104568816833391
50	50	Parthiv Makwana	86075	3.70911250191758	0.0742264573991031
52	52	Om Bhardwaj	81092	3.4943868835957	0.0699292859606761
49	49	Biplab Bera	64754	2.79035574730376	0.0558399448085546
45	45	Aazam Thakur	36785	1.58512580171987	0.0317204208347706
9	9	Augustin	34182	1.47295827523145	0.0294756812694032
80	80	Blake Fleischer	29422	1.26784209156455	0.0253708175232839
25	25	Johnny Schmidt	28721	1.23763485527243	0.0247662987236978
13	13	Natalie Kwong	24097	1.03837913399603	0.0207787167988961
48	48	Krishnan	22642	0.975680804744906	0.0195239737840634
73	73	Zack McClelland	14977	0.645383420751897	0.0129139358399448
23	23	Rodi Reich Zilberman	14845	0.639695324902311	0.01280010348396
5	5	Artem Inzhyyants	13848	0.596732964583847	0.0119403242497413
30	30	Dhroov Makwana	12825	0.552650221749555	0.0110581234908589
6	6	Maxime Carbonneau-Leclerc	11637	0.50145735910328	0.0100336322869955
14	14	Natik Gadzhi	9679	0.41708393733442	0.00834511900655396
