ID	Name	numcommits	percent	norm
1	1	GitHub	1887	50	1
5	5	huhuanming	469	12.4271330153683	0.24814422057264
6	6	Leon	260	6.88924218335983	0.137327677624602
10	10	JellyWang	216	5.72337042925278	0.113997879109226
15	15	limichange	198	5.24642289348172	0.104453870625663
2	2	weatherstar	194	5.14043455219926	0.102332979851538
7	7	morizon	183	4.8489666136725	0.0965005302226935
8	8	ByteZhang	95	2.5172231054584	0.0498409331919406
9	9	Franco	60	1.58982511923688	0.0312831389183457
4	4	kwoktung	41	1.0863804981452	0.0212089077412513
3	3	hublot	38	1.00688924218336	0.0196182396606574
16	16	Kahn	34	0.900900900900901	0.0174973488865323
12	12	幻想	23	0.609432962374139	0.0116648992576882
14	14	wabiwabo	20	0.529941706412295	0.0100742311770944
18	18	yikZero	16	0.423953365129836	0.00795334040296922
11	11	dependabotbot	10	0.264970853206147	0.00477200424178152
13	13	Revan Zhang	10	0.264970853206147	0.00477200424178152
22	22	devin-ai-integrationbot	5	0.132485426603074	0.0021208907741251
23	23	yuanx	5	0.132485426603074	0.0021208907741251
19	19	abbie982	2	0.0529941706412295	0.000530222693531254
