ID	Name	total	percent	norm
1	1	GitHub	533677	50	1
5	5	huhuanming	135115	12.6588741879451	0.253173285563846
7	7	morizon	104788	9.81754881698106	0.196346458699506
6	6	Leon	65463	6.13320416656517	0.122659151467001
2	2	weatherstar	59794	5.60207766120706	0.112036561646249
10	10	JellyWang	42088	3.94320909463964	0.0788590038113156
15	15	limichange	41823	3.91838134302209	0.0783624459876255
8	8	ByteZhang	22292	2.08852920399418	0.0417651974801097
4	4	kwoktung	21487	2.01310905285407	0.0402567859779567
9	9	Franco	17439	1.63385343569238	0.0326716309957016
12	12	幻想	6449	0.604204415779582	0.0120785348358737
16	16	Kahn	5537	0.518759474363707	0.0103696264011364
3	3	hublot	4160	0.389748855581185	0.00778939952105602
14	14	wabiwabo	3942	0.369324516514671	0.00738091044345434
18	18	yikZero	1305	0.122264965512848	0.0024396916469606
22	22	devin-ai-integrationbot	1180	0.110553761919663	0.00220546625842753
11	11	dependabotbot	274	0.0256709582762607	0.000507800642339803
27	27	Archie Liu	236	0.0221107523839326	0.000436596124225748
23	23	yuanx	172	0.0161146161442221	0.000316672725296814
25	25	Otto Kekäläinen	48	0.0044971021797829	8.43211398720042e-05
