ID	Name	numcommits	percent	norm
1	1	GitHub	1972	49.9240506329114	1
11	11	limichange	387	9.79746835443038	0.19583967529173
3	3	huhuanming	381	9.64556962025316	0.192795535261289
4	4	Leon	212	5.36708860759494	0.107052257737189
5	5	morizon	163	4.12658227848101	0.0821917808219179
8	8	JellyWang	160	4.05063291139241	0.0806697108066972
2	2	weatherstar	153	3.87341772151899	0.0771182141045155
14	14	yikZero	94	2.37974683544304	0.0471841704718418
17	17	Zen	91	2.30379746835443	0.0456621004566211
6	6	ByteZhang	89	2.25316455696203	0.0446473871131406
12	12	Kahn	81	2.0506329113924	0.0405885337392187
16	16	Charon-Fan	65	1.64556962025316	0.032470826991375
7	7	Franco	54	1.36708860759494	0.0268899036022324
10	10	wabiwabo	30	0.759493670886076	0.0147133434804668
18	18	Xeon	7	0.177215189873418	0.00304414003044146
9	9	Revan Zhang	5	0.126582278481013	0.00202942668696099
15	15	yuanx	2	0.0506329113924051	0.000507356671740289
19	19	kuzane	2	0.0506329113924051	0.000507356671740289
13	13	Yishi Wang	1	0.0253164556962025	5.55111512312578e-17
20	20	coderabbitaibot	1	0.0253164556962025	5.55111512312578e-17
