ID	Name	total	percent	norm
2	2	GitHub	1197255	49.9589397440744	1
1	1	Airbyte	242483	10.1183069487807	0.20253179358766
11	11	Natik Gadzhi	125580	5.24018997879388	0.104889188092084
9	9	btkcodedev	105550	4.40438009445528	0.0881592377223213
5	5	Tope Folorunso	105384	4.39745326266296	0.0880205871101705
24	24	Dhroov Makwana	78907	3.29262359178761	0.0659058144721171
72	72	devin-ai-integrationbot	65184	2.71999158765488	0.0544437521194334
49	49	Blake Fleischer	53109	2.21612716661701	0.0443581729524396
17	17	Edward Gao	52271	2.18115918443649	0.0436582379344735
34	34	Baz	31590	1.31818443565933	0.0263845432965771
27	27	Aldo Gonzalez	31368	1.30892084133466	0.0261991189839417
3	3	Artem Inzhyyants	20184	0.842235981302561	0.016857742801444
134	134	engageandy	19927	0.831511910395172	0.0166430849260057
21	21	Johnny Schmidt	19501	0.81373582398837	0.0162872707044621
19	19	Stephane Geneix	18243	0.761242122815231	0.0152365329328614
64	64	GamesmenJordan	16484	0.687842742558037	0.0137673375908538
44	44	dependabotbot	16400	0.684337598759513	0.0136971770401269
32	32	Aaron Steers (AJ)	15919	0.664266477722725	0.0132954243627502
26	26	Serhii Lazebnyi	12528	0.522767160808486	0.0104631097494768
4	4	Maxime Carbonneau-Leclerc	12344	0.515089226773624	0.0103094247335988
