ID	Name	numcommits	percent	norm
1	1	Drikus Roor	64	16.7539267015707	1
2	2	Maiko Bossuyt	41	10.7329842931937	0.634920634920635
10	10	Eesa Hamza	30	7.85340314136126	0.46031746031746
7	7	GitHub	28	7.32984293193717	0.428571428571429
15	15	Bernhard Mueller	23	6.02094240837696	0.349206349206349
5	5	Wlad	20	5.23560209424084	0.301587301587302
12	12	Itamar Friedman	18	4.71204188481675	0.26984126984127
3	3	Merwane Hamadi	16	4.18848167539267	0.238095238095238
17	17	Alrik Olson	14	3.66492146596859	0.206349206349206
9	9	meta-fx	12	3.1413612565445	0.174603174603175
18	18	II Miller	12	3.1413612565445	0.174603174603175
19	19	Fabrice Hong	12	3.1413612565445	0.174603174603175
21	21	Peter Edwards	10	2.61780104712042	0.142857142857143
16	16	Mike Kelly	8	2.09424083769634	0.111111111111111
6	6	sagarishere	5	1.30890052356021	0.0634920634920635
27	27	vadi	4	1.04712041884817	0.0476190476190477
29	29	Andy Melnikov	4	1.04712041884817	0.0476190476190477
37	37	Kory Becker	4	1.04712041884817	0.0476190476190477
39	39	Richard Beales	4	1.04712041884817	0.0476190476190477
4	4	celthi	2	0.523560209424084	0.0158730158730159
