ID	Name	total	percent	norm
3	3	Merwane Hamadi	1184	14.7117296222664	1
17	17	Alrik Olson	1024	12.7236580516899	0.864636209813875
19	19	Fabrice Hong	930	11.5556660039761	0.785109983079526
1	1	Drikus Roor	860	10.6858846918489	0.725888324873097
2	2	Maiko Bossuyt	612	7.60437375745527	0.516074450084602
12	12	Itamar Friedman	574	7.13220675944334	0.483925549915398
10	10	Eesa Hamza	314	3.90159045725646	0.263959390862944
9	9	meta-fx	288	3.57852882703777	0.241962774957699
21	21	Peter Edwards	262	3.25546719681909	0.219966159052454
5	5	Wlad	254	3.15606361829026	0.213197969543147
15	15	Bernhard Mueller	252	3.13121272365805	0.211505922165821
16	16	Mike Kelly	246	3.05666003976143	0.206429780033841
7	7	GitHub	205	2.54721669980119	0.171742808798646
27	27	vadi	136	1.68986083499006	0.11336717428088
46	46	eng-cc	132	1.64015904572565	0.109983079526227
40	40	Mark	112	1.39165009940358	0.0930626057529611
44	44	lekapsy	98	1.21769383697813	0.0812182741116752
18	18	II Miller	80	0.99403578528827	0.0659898477157361
36	36	slavakurilyak	78	0.969184890656064	0.0642978003384095
20	20	sunnypranay	56	0.695825049701789	0.0456852791878173
