ID	Name	numcommits	percent	norm
3	3	GitHub	90	12.6050420168067	1
2	2	merwanehamadi	68	9.52380952380952	0.752808988764045
10	10	Pi	51	7.14285714285714	0.561797752808989
18	18	BillSchumacher	42	5.88235294117647	0.460674157303371
32	32	cs0lar	42	5.88235294117647	0.460674157303371
4	4	EH	31	4.34173669467787	0.337078651685393
33	33	Tymec	30	4.20168067226891	0.325842696629213
17	17	0xArty	28	3.92156862745098	0.303370786516854
9	9	Richard Beales	25	3.50140056022409	0.269662921348315
14	14	Reinier van der Leer	24	3.36134453781513	0.258426966292135
29	29	Eddie Cohen	16	2.24089635854342	0.168539325842697
28	28	Bently	13	1.82072829131653	0.134831460674157
19	19	Toran Bruce Richards	11	1.5406162464986	0.112359550561798
48	48	Omri Grossman	10	1.40056022408964	0.101123595505618
25	25	Gershon Bialer	8	1.12044817927171	0.0786516853932584
58	58	HDKiller	8	1.12044817927171	0.0786516853932584
36	36	BingokoN	6	0.840336134453782	0.0561797752808988
61	61	“Philip	6	0.840336134453782	0.0561797752808988
1	1	Drikus Roor	5	0.700280112044818	0.0449438202247191
38	38	Slowly-Grokking	5	0.700280112044818	0.0449438202247191
