ID	Name	total	percent	norm
3	3	GitHub	10822	25.4839165450007	1
18	18	BillSchumacher	7538	17.7506711251354	0.696516033638296
17	17	0xArty	5411	12.7419582725004	0.499953793549579
80	80	Walter Nasich	3386	7.97343757358828	0.312817669346641
2	2	merwanehamadi	3046	7.17279706117835	0.281397283060715
29	29	Eddie Cohen	1332	3.13662694861772	0.123001571019314
36	36	BingokoN	1326	3.12249799839872	0.122447093614268
32	32	cs0lar	932	2.1946969340178	0.0860364106829312
14	14	Reinier van der Leer	930	2.1899872839448	0.0858515848812493
33	33	Tymec	772	1.81792492817784	0.0712503465483781
10	10	Pi	656	1.54476522394386	0.060530450050827
4	4	EH	522	1.22921866905289	0.0481471213381387
86	86	Dino Hensen	442	1.04083266613291	0.0407540892708621
9	9	Richard Beales	427	1.00551029058541	0.0393678957582478
87	87	chyezh	416	0.979607215183912	0.0383513538489972
46	46	ryanmac	373	0.878349738614421	0.0343775991128361
48	48	Omri Grossman	344	0.810059812555927	0.0316976249884483
64	64	younessZMZ	344	0.810059812555927	0.0316976249884483
65	65	Eric Fedrowisch	298	0.701737860876937	0.0274466315497643
94	94	jayceslesar	286	0.673479960438939	0.0263376767396728
