ID	Name	numcommits	percent	norm
1	1	David Lord	253	40.5448717948718	1
2	2	GitHub	116	18.5897435897436	0.456349206349206
10	10	dependabot-previewbot	51	8.17307692307692	0.198412698412698
4	4	Grey Li	36	5.76923076923077	0.138888888888889
7	7	pgjones	23	3.68589743589744	0.0873015873015873
22	22	pre-commit-cibot	12	1.92307692307692	0.0436507936507937
13	13	Armin Ronacher	9	1.44230769230769	0.0317460317460318
37	37	Leonardo Giordani	8	1.28205128205128	0.0277777777777778
6	6	Joshua Bronson	7	1.12179487179487	0.0238095238095238
3	3	Adrian	5	0.801282051282051	0.0158730158730159
51	51	jackwardell	4	0.641025641025641	0.0119047619047619
23	23	Isaac To	3	0.480769230769231	0.00793650793650795
12	12	mattc41190	2	0.32051282051282	0.00396825396825398
16	16	gutianci	2	0.32051282051282	0.00396825396825398
20	20	dependabotbot	2	0.32051282051282	0.00396825396825398
21	21	raymond-devries	2	0.32051282051282	0.00396825396825398
30	30	Nils Philippsen	2	0.32051282051282	0.00396825396825398
33	33	Stéphane Wirtel	2	0.32051282051282	0.00396825396825398
34	34	erfanio	2	0.32051282051282	0.00396825396825398
36	36	Frost Ming	2	0.32051282051282	0.00396825396825398
