ID	Name	numcommits	percent	norm
2	2	GitHub	228	47.5	1
1	1	Harutaka Kawamura	84	17.5	0.365638766519824
9	9	Daniel Lok	33	6.875	0.140969162995595
10	10	Yuki Watanabe	21	4.375	0.0881057268722467
4	4	Serena Ruan	20	4.16666666666667	0.0837004405286343
7	7	Chen Qian	12	2.5	0.0484581497797357
14	14	Michael Berk	12	2.5	0.0484581497797357
8	8	mlflow-automation	10	2.08333333333333	0.039647577092511
3	3	WeichenXu	9	1.875	0.0352422907488986
11	11	Ben Wilson	6	1.25	0.0220264317180616
18	18	Liang Zhang	4	0.833333333333333	0.013215859030837
20	20	Edward Feng	4	0.833333333333333	0.013215859030837
6	6	Gabriel Fu	3	0.625	0.00881057268722464
13	13	Siddharth Murching	3	0.625	0.00881057268722464
34	34	Ying Chen	3	0.625	0.00881057268722464
15	15	Kris Concepcion	2	0.416666666666667	0.0044052863436123
17	17	Ann Zhang	2	0.416666666666667	0.0044052863436123
19	19	TomuHirata	2	0.416666666666667	0.0044052863436123
36	36	Victor Sun	2	0.416666666666667	0.0044052863436123
5	5	Thomas Coquereau	1	0.208333333333333	-3.38271077815477e-17
