"range","range.date","devs","ml.only.devs","code.only.devs","ml.code.devs","perc.ml.only.devs","perc.code.only.devs","perc.ml.code.devs","sponsored.devs","ratio.sponsored","sponsored.core.devs","ratio.sponsored.core","num.tz","core.global.devs","core.mail.devs","core.code.devs","org.silo","prima.donnas","radio.silence","black.cloud","missing.links","st.congruence","communicability","global.turnover","code.turnover","core.global.turnover","core.mail.turnover","core.code.turnover","ratio.smelly.quitters","ratio.smelly.devs","global.truck","mail.truck","code.truck","closeness.centr","betweenness.centr","degree centr","global.mod","mail.mod","code.mod","density","mail.only.core.devs","code.only.core.devs","ml.code.core.devs","ratio.mail.only.core","ratio.code.only.core","ratio.ml.code.core"
"5.0.0-5.2.0","2024-09 -- 2024-11",15,11,3,1,0.7333,0.2,0.0667,1,0.0667,0,0,4,5,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.6667,0.5833,1,0.0857,0.2398,0.4095,0.0465,0.0465,0,0.1619,5,0,0,1,0,0
"5.2.0-5.4.0","2024-11 -- 2025-05",55,40,13,2,0.7273,0.2364,0.0364,2,0.0364,0,0,11,22,22,1,1,0,8,0,1,0,0.8667,0.2857,0.1053,0.1481,0.1481,0,0,0.1636,0.6,0.4762,0.9333,0.0325,0.434,0.5697,0.3077,0.2875,-0.5,0.0599,21,0,1,0.9545,0,0.0455
"5.4.0-5.5.0","2025-05 -- 2025-11",47,37,9,1,0.7872,0.1915,0.0213,0,0,0,0,5,17,17,0,0,0,8,0,0,1,1,0.7843,0.72,0.9744,0.9744,2,0.15,0.1702,0.6383,0.5526,1,0.0352,0.2385,0.3848,0.4198,0.4198,0,0.0934,17,0,0,1,0,0
"5.5.0-6.0.0","2025-11 -- 2026-04",28,18,8,2,0.6429,0.2857,0.0714,0,0,0,0,9,9,9,1,1,0,9,0,1,0,0.8,0.9067,0.4,1,1,0,0.1471,0.3571,0.6786,0.55,0.9,0.0568,0.2245,0.373,0.0153,0.0175,-0.5,0.1085,8,0,1,0.8889,0,0.1111
"6.0.0-6.1.0","2026-04 -- 2026-05",10,4,5,1,0.4,0.5,0.1,0,0,0,0,6,3,3,0,0,0,5,0,0,1,1,1.0526,0.75,1,1,2,0.45,0.5,0.7,0.4,1,0.0815,0.0247,0.2667,-0.2646,-0.2646,0,0.1778,3,0,0,1,0,0
