ID	Name	numcommits	percent	norm
1	1	GitHub	361	50	1
3	3	huhuanming	129	17.8670360110803	0.355555555555556
13	13	yikZero	34	4.70914127423823	0.0916666666666667
11	11	limichange	30	4.15512465373961	0.0805555555555556
7	7	Franco	28	3.8781163434903	0.075
2	2	weatherstar	24	3.32409972299169	0.0638888888888889
4	4	Leon	22	3.04709141274238	0.0583333333333333
12	12	Kahn	15	2.07756232686981	0.0388888888888889
8	8	JellyWang	12	1.66204986149584	0.0305555555555556
14	14	Charon-Fan	12	1.66204986149584	0.0305555555555556
15	15	Zen	8	1.10803324099723	0.0194444444444445
18	18	Ricky	8	1.10803324099723	0.0194444444444445
19	19	chloe	7	0.969529085872576	0.0166666666666667
21	21	xiaohai	7	0.969529085872576	0.0166666666666667
5	5	morizon	6	0.831024930747922	0.0138888888888889
10	10	wabiwabo	4	0.554016620498615	0.00833333333333334
6	6	ByteZhang	3	0.415512465373961	0.00555555555555557
16	16	Xeon	3	0.415512465373961	0.00555555555555557
17	17	chole	3	0.415512465373961	0.00555555555555557
9	9	dependabotbot	2	0.277008310249307	0.00277777777777779
