ID	Name	total	percent	norm
1	1	GitHub	154139	50	1
7	7	Franco	45526	14.7678394176685	0.295324786546596
3	3	huhuanming	34722	11.2632104788535	0.22522902447253
14	14	Charon-Fan	14420	4.6775961956416	0.0935107570134689
2	2	weatherstar	14182	4.60039315163586	0.0919666260088754
13	13	yikZero	11037	3.5802100701315	0.0715620377338903
16	16	Xeon	8353	2.70956733857103	0.0541483922871304
12	12	Kahn	6531	2.11854235462797	0.0423273557729737
11	11	limichange	6527	2.11724482447661	0.0423014039913839
4	4	Leon	4257	1.38089646358157	0.0275737679391689
6	6	ByteZhang	1790	0.580644742732209	0.011568006643656
8	8	JellyWang	1706	0.553396609553715	0.0110230192302701
19	19	chloe	1270	0.411965823055813	0.00819427503698119
5	5	morizon	1074	0.348386845639326	0.00692263773908069
15	15	Zen	827	0.268264358793037	0.00532011522591016
17	17	chole	682	0.22122889080635	0.00437936314327968
18	18	Ricky	460	0.149215967406043	0.00293903926504544
21	21	xiaohai	329	0.106721854949104	0.00208911841797929
10	10	wabiwabo	231	0.0749323662408605	0.00145329976902904
22	22	Shoyo1024	98	0.0317894887082439	0.000590403031167988
