ID	Name	numcommits	percent	norm
1	1	Martin Donadieu	1041	36.2465181058496	1
2	2	github-actionsbot	834	29.0389972144847	0.800961538461539
4	4	GitHub	479	16.6782729805014	0.459615384615385
6	6	Jordan Lorho	363	12.6392757660167	0.348076923076923
3	3	WcaleNieWolny	90	3.13370473537604	0.0855769230769231
5	5	renovatebot	41	1.42757660167131	0.0384615384615385
8	8	Valeria Pitiakova	7	0.243732590529248	0.00576923076923077
14	14	Copilot	3	0.104456824512535	0.00192307692307693
7	7	jonthan kabuya	2	0.0696378830083565	0.000961538461538465
9	9	Tori	2	0.0696378830083565	0.000961538461538465
10	10	Founding Engineer	2	0.0696378830083565	0.000961538461538465
12	12	haarjian	2	0.0696378830083565	0.000961538461538465
15	15	FrankNedenskov	2	0.0696378830083565	0.000961538461538465
11	11	Judel777	1	0.0348189415041783	3.46944695195361e-18
13	13	coderabbitaibot	1	0.0348189415041783	3.46944695195361e-18
16	16	codspeed-hqbot	1	0.0348189415041783	3.46944695195361e-18
17	17	LOLO	1	0.0348189415041783	3.46944695195361e-18
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
