ID	Name	total	percent	norm
1	1	Martin Donadieu	470549	65.2635652248689	1
4	4	GitHub	164342	22.7936832002308	0.349250337374746
6	6	Jordan Lorho	68459	9.49503327332392	0.145480240997142
3	3	WcaleNieWolny	10682	1.48155750778782	0.0226928349042067
2	2	github-actionsbot	3336	0.46269199082383	0.00708115058070952
8	8	Valeria Pitiakova	1991	0.276145010110985	0.00422276296634745
5	5	renovatebot	943	0.130790931458894	0.00199555834192258
16	16	codspeed-hqbot	281	0.0389737558217915	0.000588679084890844
9	9	Tori	115	0.0159501135925481	0.000235896673006753
14	14	Copilot	112	0.0155340236727425	0.000229521087249811
17	17	LOLO	57	0.00790570847630645	0.000112635348372552
15	15	FrankNedenskov	56	0.00776701183637125	0.000110510153120238
13	13	coderabbitaibot	23	0.00319002271850962	4.03787097938824e-05
11	11	Judel777	20	0.00277393279870402	3.4003124036941e-05
7	7	jonthan kabuya	18	0.00249653951883362	2.97527335323134e-05
10	10	Founding Engineer	10	0.00138696639935201	1.27511715138029e-05
12	12	haarjian	4	0.000554786559740804	-7.99311111005993e-17
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
