ID	Name	total	percent	norm
2	2	GitHub	130772	48.148393605349	1
1	1	Alfredo Gallardo	88811	32.6989491977231	0.67891740507782
4	4	Paul Ccari	33170	12.2127230285491	0.253156420733667
5	5	Nico	9101	3.35085897747439	0.0689821403975942
6	6	Nico Arqueros	5334	1.96390306404224	0.040157323661295
3	3	paulclindo	4328	1.59350814795178	0.0324594830356733
7	7	benolt	86	0.0316639789103173	-6.17995238316738e-18
NA	NA	NA	NA	NA	NA
NA.1	NA	NA	NA	NA	NA
NA.2	NA	NA	NA	NA	NA
NA.3	NA	NA	NA	NA	NA
NA.4	NA	NA	NA	NA	NA
NA.5	NA	NA	NA	NA	NA
NA.6	NA	NA	NA	NA	NA
NA.7	NA	NA	NA	NA	NA
NA.8	NA	NA	NA	NA	NA
NA.9	NA	NA	NA	NA	NA
NA.10	NA	NA	NA	NA	NA
NA.11	NA	NA	NA	NA	NA
NA.12	NA	NA	NA	NA	NA
