"","devs","ml.only.devs","code.only.devs","ml.code.devs","perc.ml.only.devs","perc.code.only.devs","perc.ml.code.devs","sponsored.devs","ratio.sponsored","sponsored.core.devs","ratio.sponsored.core","num.tz","core.global.devs","core.mail.devs","core.code.devs","org.silo","prima.donnas","radio.silence","black.cloud","missing.links","st.congruence","communicability","global.turnover","code.turnover","core.global.turnover","core.mail.turnover","core.code.turnover","ratio.smelly.quitters","ratio.smelly.devs","global.truck","mail.truck","code.truck","closeness.centr","betweenness.centr","degree.centr","global.mod","mail.mod","code.mod","density","mail.only.core.devs","code.only.core.devs","ml.code.core.devs","ratio.mail.only.core","ratio.code.only.core","ratio.ml.code.core"
"org.silo",0.256908077037166,0.19389168358237,-0.218217890235992,1,0.126561534316053,-0.374290229092178,1,-0.142857142857143,-0.142857142857143,NA,NA,0,0.241138719969409,0.241138719969409,1,NA,NA,0.407542699364542,-0.166666666666667,1,-1,-1,0.359930722915185,-0.166666666666667,-0.141493474018272,-0.371330579372265,-0.166666666666667,0.353553390593274,0.493541584210801,-0.216345183879545,0.116898847028959,-1,0.508938451497781,0.759184290211788,0.0661328065806092,0.50817811033178,0.153349654781227,-1,0.396882230531507,0.241138719969409,1,NA,-1,1,NA
"prima.donnas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"radio.silence",0.643683608012403,0.678190359043873,-0.0270665980980383,0.407542699364542,0.722274677757776,-0.779524668599785,0.407542699364542,-0.442981194961459,-0.442981194961459,NA,NA,0.0430207019718323,0.747739428264679,0.747739428264679,0.407542699364542,0.407542699364542,NA,NA,-0.514969290507449,0.407542699364542,-0.407542699364542,-0.407542699364542,-0.153610094090148,0.236027591482581,-0.684700195196851,-0.826948231738495,0.236027591482581,-0.182069138710321,0.89492145719902,-0.795733975985541,-0.497173089592456,-0.407542699364542,0.321862820344272,0.291087134297549,0.363903399977336,0.43573432958755,0.324819072344064,-0.407542699364542,0.777455032736502,0.747739428264679,0.407542699364542,NA,-0.407542699364542,0.407542699364542,NA
"black.cloud",-0.700300975251854,-0.717856968658089,-0.258198889747161,-0.166666666666667,-0.791971549818949,0.78977737867558,-0.166666666666667,1,1,NA,NA,-0.427008410146899,-0.743311116239434,-0.743311116239434,-0.166666666666667,-0.166666666666667,NA,-0.514969290507449,NA,-0.166666666666667,0.166666666666667,0.166666666666667,0.359930722915185,-0.166666666666667,0.674185068897365,0.734792278145079,-0.166666666666667,0.353553390593274,-0.327228787894995,0.849868693618472,0.79099980860803,0.166666666666667,-0.533094770398928,-0.362124887063168,-0.750803461359924,-0.624048436965447,-0.638482964232752,0.166666666666667,-0.672740427632989,-0.743311116239434,-0.166666666666667,NA,0.166666666666667,-0.166666666666667,NA
"missing.links",0.256908077037166,0.19389168358237,-0.218217890235992,1,0.126561534316053,-0.374290229092178,1,-0.142857142857143,-0.142857142857143,NA,NA,0,0.241138719969409,0.241138719969409,1,1,NA,0.407542699364542,-0.166666666666667,NA,-1,-1,0.359930722915185,-0.166666666666667,-0.141493474018272,-0.371330579372265,-0.166666666666667,0.353553390593274,0.493541584210801,-0.216345183879545,0.116898847028959,-1,0.508938451497781,0.759184290211788,0.0661328065806092,0.50817811033178,0.153349654781227,-1,0.396882230531507,0.241138719969409,1,NA,-1,1,NA
