"range","range.date","devs","ml.only.devs","code.only.devs","ml.code.devs","perc.ml.only.devs","perc.code.only.devs","perc.ml.code.devs","sponsored.devs","ratio.sponsored","sponsored.core.devs","ratio.sponsored.core","num.tz","core.global.devs","core.mail.devs","core.code.devs","org.silo","prima.donnas","radio.silence","black.cloud","missing.links","st.congruence","communicability","global.turnover","code.turnover","core.global.turnover","core.mail.turnover","core.code.turnover","ratio.smelly.quitters","ratio.smelly.devs","global.truck","mail.truck","code.truck","closeness.centr","betweenness.centr","degree centr","global.mod","mail.mod","code.mod","density","mail.only.core.devs","code.only.core.devs","ml.code.core.devs","ratio.mail.only.core","ratio.code.only.core","ratio.ml.code.core"
"v4.23.0-v5.1.0","2024-03 -- 2024-08",48,29,16,3,0.6042,0.3333,0.0625,1,0.0208,0,0,3,17,14,6,29,0,2,0,30,0,0.5526,0,0,0,0,0,0,0.2292,0.6458,0.5625,0.6842,0.0312,0.3336,0.3005,0.4592,0.1257,-0.196,0.0824,13,5,1,0.6842,0.2632,0.0526
"v5.1.0-v5.10.0","2024-08 -- 2025-07",68,41,23,4,0.6029,0.3382,0.0588,4,0.0588,0,0,15,23,19,5,15,0,15,0,17,0,0.7211,0.3103,0.087,0.35,0.4242,0.3636,0.0556,0.3235,0.6618,0.5778,0.8148,0.0207,0.1723,0.2761,0.442,0.1258,0.0683,0.0522,17,3,2,0.7727,0.1364,0.0909
"v5.10.0-v5.20.0","2025-07 -- 2026-01",50,30,16,4,0.6,0.32,0.08,3,0.06,0,0,6,20,17,4,10,0,9,0,11,0,0.6955,0.7288,0.5106,0.6047,0.5556,0.6667,0.2791,0.32,0.6,0.5,0.8,0.0311,0.2369,0.3502,0.5176,0.1747,-0.3877,0.0784,16,3,1,0.8,0.15,0.05
"v5.20.0-v6.0.0","2026-01 -- 2026-02",30,7,21,2,0.2333,0.7,0.0667,0,0,0,0,6,6,5,3,3,0,0,0,3,0,0.8841,0.725,0.2326,1.1538,1.0909,0.8571,0.2069,0.1667,0.8,0.4444,0.8696,0.0222,0.0448,0.2299,0.1344,0.0135,0.023,0.046,4,2,1,0.5714,0.2857,0.1429
"v6.0.0-v6.4.0","2026-02 -- 2026-06",63,32,26,5,0.5079,0.4127,0.0794,2,0.0317,0,0,11,20,17,5,13,0,16,0,16,0,0.752,0.086,0.1481,0.0769,0.0909,0.25,0.5,0.4127,0.6825,0.5405,0.8387,0.023,0.1841,0.4135,0.5205,0.0341,0.2779,0.0543,15,3,2,0.75,0.15,0.1
