"range","range.date","devs","ml.only.devs","code.only.devs","ml.code.devs","perc.ml.only.devs","perc.code.only.devs","perc.ml.code.devs","sponsored.devs","ratio.sponsored","sponsored.core.devs","ratio.sponsored.core","num.tz","core.global.devs","core.mail.devs","core.code.devs","org.silo","prima.donnas","radio.silence","black.cloud","missing.links","st.congruence","communicability","global.turnover","code.turnover","core.global.turnover","core.mail.turnover","core.code.turnover","ratio.smelly.quitters","ratio.smelly.devs","global.truck","mail.truck","code.truck","closeness.centr","betweenness.centr","degree centr","global.mod","mail.mod","code.mod","density","mail.only.core.devs","code.only.core.devs","ml.code.core.devs","ratio.mail.only.core","ratio.code.only.core","ratio.ml.code.core"
"v2.10.0-v2.11.0","2024-01 -- 2024-03",167,128,38,1,0.7665,0.2275,0.006,3,0.018,0,0,13,63,53,12,71,0,4,0,71,0,0.585,0,0,0,0,0,0,0.1856,0.6228,0.5891,0.6923,0.0101,0.2625,0.3446,0.4772,0.4196,0.4458,0.0229,53,12,0,0.8154,0.1846,0
"v2.11.0-v2.12.1","2024-03 -- 2024-04",155,117,35,3,0.7548,0.2258,0.0194,5,0.0323,0,0,20,57,49,9,39,0,8,0,39,0,0.7517,0.7453,0.4675,0.7667,0.8235,0.5714,0.1,0.1742,0.6323,0.5917,0.7632,0.0105,0.314,0.4319,0.4735,0.3435,0.3366,0.0226,49,9,0,0.8448,0.1552,0
"v2.12.1-v2.13.0","2024-04 -- 2024-05",126,94,31,1,0.746,0.246,0.0079,3,0.0238,0,0,15,49,40,11,71,0,25,0,71,0,0.5559,0.79,0.6286,0.717,0.809,0.1,0.0901,0.3571,0.6111,0.5789,0.6562,0.0143,0.4949,0.4705,0.2354,0.3353,0.1844,0.0335,40,11,0,0.7843,0.2157,0
