ID	Name	numcommits	percent	norm
3	3	GitHub	236	34.1040462427746	1
10	10	BillSchumacher	89	12.8612716763006	0.374468085106383
8	8	Reinier van der Leer	30	4.33526011560694	0.123404255319149
26	26	James Collins	30	4.33526011560694	0.123404255319149
1	1	merwanehamadi	27	3.90173410404624	0.110638297872341
27	27	Nicholas Tindle	27	3.90173410404624	0.110638297872341
11	11	Toran Bruce Richards	19	2.74566473988439	0.0765957446808512
6	6	Richard Beales	16	2.3121387283237	0.0638297872340427
39	39	Evgeny Vakhteev	14	2.02312138728324	0.0553191489361703
25	25	Taylor Beeston	12	1.73410404624277	0.046808510638298
23	23	Kris	11	1.58959537572254	0.0425531914893618
9	9	Media	9	1.30057803468208	0.0340425531914895
48	48	Andres Caicedo	8	1.15606936416185	0.0297872340425533
67	67	Peter	8	1.15606936416185	0.0297872340425533
28	28	riensen	7	1.01156069364162	0.0255319148936171
7	7	Pi	6	0.867052023121387	0.021276595744681
17	17	Omri Grossman	6	0.867052023121387	0.021276595744681
40	40	Didier Durand	6	0.867052023121387	0.021276595744681
88	88	itsmarble	6	0.867052023121387	0.021276595744681
4	4	Eesa Hamza	4	0.578034682080925	0.0127659574468086
